URL,Giá,Diện tích sử dụng,Diện tích đất,Phòng ngủ,Phòng tắm,Giấy tờ pháp lý,Ngày đăng,Địa chỉ,Giá (VND),Số ngày từ đăng,Giá (VND)_std,Giá (VND)_mm,Diện tích sử dụng_std,Diện tích sử dụng_mm,Diện tích đất_std,Diện tích đất_mm,Số ngày từ đăng_std,Số ngày từ đăng_mm,Tỉnh/TP,Quận/Huyện/TP,Phường/Xã/TT,Đường/Số nhà,Địa chỉ (chuẩn)
https://moso.vn/ban-69031742d63888398870255c,4.7 Tỷ,49.9,25.2,3.0,2.0,certificate,30/10/2025,"93/10/4 Đường Trần Thái Tông, 15, Tân Bình, Hồ Chí Minh",4700000000.0,0,-0.7357483206153872,0.13962264150943396,-1.119327722408391,0.10773480662983424,-1.2361639185349604,0.1182608695652174,-1.463053957721741,0.0,Hồ Chí Minh,Quận Tân Bình,Phường 15,"93/10/4 Đường Trần Thái Tông, Hồ Chí Minh","93/10/4 Đường Trần Thái Tông, 15, Tân Bình, Hồ Chí Minh"
https://moso.vn/ban-69031571d638883988701fd0,16 Tỷ,356.7,60.3,10.0,6.0,certificate,30/10/2025,"135/4 Đường Tây Lân, Bình Trị Đông A, Bình Tân, Hồ Chí Minh",16000000000.0,0,1.2598954464563121,0.5660377358490566,3.009224829846652,0.8782019085886489,-0.1635139497562663,0.32173913043478264,-1.463053957721741,0.0,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,"135/4 Đường Tây Lân, Hồ Chí Minh","135/4 Đường Tây Lân, Bình Trị Đông A, Bình Tân, Hồ Chí Minh"
https://moso.vn/ban-690314fed638883988701ca2,19.8 Tỷ,116.8,103.11,15.0,15.0,certificate,30/10/2025,"32/3/24 Đường Phạm Huy Thông, 1, Gò Vấp, Hồ Chí Minh",19800000000.0,0,1.930996890250335,0.709433962264151,-0.21906642597468062,0.27574083375188346,1.1447522942156967,0.5699130434782609,-1.463053957721741,0.0,Hồ Chí Minh,Quận Gò Vấp,Phường 1,"32/3/24 Đường Phạm Huy Thông, Hồ Chí Minh","32/3/24 Đường Phạm Huy Thông, 1, Gò Vấp, Hồ Chí Minh"
https://moso.vn/ban-690310a0d63888398870117d,5.9 Tỷ,86.46,62.4,2.0,1.0,certificate,30/10/2025,"1007/77/7 Lạc Long Quân, 11, Tân Bình, Hồ Chí Minh",5900000000.0,0,-0.523821548890959,0.1849056603773585,-0.6273463622048567,0.1995479658463084,-0.0993383105985666,0.3339130434782609,-1.463053957721741,0.0,Hồ Chí Minh,Quận Tân Bình,Phường 11,"1007/77/7 Lạc Long Quân, Hồ Chí Minh","1007/77/7 Lạc Long Quân, 11, Tân Bình, Hồ Chí Minh"
https://moso.vn/ban-69030d6ad6388839887007eb,3 Tỷ,116.8,100.0,,,certificate,30/10/2025,"lã xuân oai, Trường Thạnh, Thủ Đức, Hồ Chí Minh",3000000000.0,0,-1.0359779138916605,0.07547169811320756,-0.21906642597468062,0.27574083375188346,1.0497112286059607,0.5518840579710145,-1.463053957721741,0.0,Hồ Chí Minh,TP Thủ Đức,Phường Trường Thạnh,"lã xuân oai, Hồ Chí Minh","lã xuân oai, Trường Thạnh, Thủ Đức, Hồ Chí Minh"
https://moso.vn/ban-6903008dd6388839886fe161,2.8 Tỷ,22.7,22.7,1.0,1.0,certificate,30/10/2025,"576/68 Đường Quang Trung, 11, Gò Vấp, Hồ Chí Minh",2800000000.0,0,-1.0712990425123987,0.0679245283018868,-1.485353242034653,0.03942742340532396,-1.3125634889607933,0.10376811594202899,-1.463053957721741,0.0,Hồ Chí Minh,Quận Gò Vấp,Phường 11,"576/68 Đường Quang Trung, Hồ Chí Minh","576/68 Đường Quang Trung, 11, Gò Vấp, Hồ Chí Minh"
https://moso.vn/ban-6902f9bbd6388839886fcef2,6.2 Tỷ,122.0,48.1,3.0,4.0,certificate,30/10/2025,"755/44 Đường Lê Đức Thọ, 16, Gò Vấp, Hồ Chí Minh",6200000000.0,0,-0.47083985595985195,0.19622641509433963,-0.14909095898730698,0.2887995981918634,-0.5363438534343308,0.2510144927536232,-1.463053957721741,0.0,Hồ Chí Minh,Quận Gò Vấp,Phường 16,"755/44 Đường Lê Đức Thọ, Hồ Chí Minh","755/44 Đường Lê Đức Thọ, 16, Gò Vấp, Hồ Chí Minh"
https://moso.vn/ban-6902eaadd6388839886fa458,13.5 Tỷ,203.74,127.8,2.0,2.0,certificate,30/10/2025,"133/2D Cống Lở, 15, Tân Bình, Hồ Chí Minh",13500000000.0,0,0.8183813386970866,0.4716981132075472,0.9508695547719083,0.49407332998493225,1.8992744517412226,0.7130434782608696,-1.463053957721741,0.0,Hồ Chí Minh,Quận Tân Bình,Phường 15,"133/2D Cống Lở, Hồ Chí Minh","133/2D Cống Lở, 15, Tân Bình, Hồ Chí Minh"
https://moso.vn/ban-6902e771d6388839886f96f8,4.4 Tỷ,67.4,41.4,1.0,1.0,certificate,30/10/2025,"45/88/21 Bình Tiên, 7, 6, Hồ Chí Minh",4400000000.0,0,-0.7887300135464943,0.12830188679245283,-0.8838333623547299,0.15168257157207438,-0.7410947021755632,0.21217391304347824,-1.463053957721741,0.0,Hồ Chí Minh,Quận 6,Phường 7,"45/88/21 Bình Tiên, Hồ Chí Minh","45/88/21 Bình Tiên, 7, 6, Hồ Chí Minh"
https://moso.vn/ban-6902e5f9d6388839886f92d3,6 Tỷ,116.8,160.0,,,certificate,30/10/2025,"Đường số 8, An Phú Tây, Bình Chánh, Hồ Chí Minh",6000000000.0,0,-0.50616098458059,0.18867924528301888,-0.21906642597468062,0.27574083375188346,2.8833009188259506,0.8997101449275362,-1.463053957721741,0.0,Hồ Chí Minh,Huyện Bình Chánh,Xã An Phú Tây,"Đường số 8, Hồ Chí Minh","Đường số 8, An Phú Tây, Bình Chánh, Hồ Chí Minh"
https://moso.vn/ban-6902e3fed6388839886f8cb4,6 Tỷ,123.9,55.2,3.0,3.0,certificate,30/10/2025,"113/34 đường Số 1, 15, Gò Vấp, Hồ Chí Minh",6000000000.0,0,-0.50616098458059,0.18867924528301888,-0.12352299989576655,0.29357106981416375,-0.3193690734249653,0.2921739130434783,-1.463053957721741,0.0,Hồ Chí Minh,Quận Gò Vấp,Phường 15,"113/34 đường Số 1, Hồ Chí Minh","113/34 đường Số 1, 15, Gò Vấp, Hồ Chí Minh"
https://moso.vn/ban-6902e068d6388839886f7fb2,11.9 Tỷ,254.3,66.3,11.0,11.0,certificate,30/10/2025,"96/1A đường Số 7, 3, Gò Vấp, Hồ Chí Minh",11900000000.0,0,0.5358123097311822,0.41132075471698115,1.6312464030183718,0.6210447011551984,0.01984501926573272,0.3565217391304348,-1.463053957721741,0.0,Hồ Chí Minh,Quận Gò Vấp,Phường 3,"96/1A đường Số 7, Hồ Chí Minh","96/1A đường Số 7, 3, Gò Vấp, Hồ Chí Minh"
https://moso.vn/ban-6902dd2ad6388839886f7400,3.4 Tỷ,7.0,11.9,2.0,1.0,certificate,30/10/2025,"125/22A Đinh Tiên Hoàng, 1, Bình Thạnh, Hồ Chí Minh",3400000000.0,0,-0.9653356566501845,0.09056603773584906,-1.6966253250542234,0.0,-1.6426096332003917,0.04115942028985507,-1.463053957721741,0.0,Hồ Chí Minh,Quận Bình Thạnh,Phường 1,"125/22A Đinh Tiên Hoàng, Hồ Chí Minh","125/22A Đinh Tiên Hoàng, 1, Bình Thạnh, Hồ Chí Minh"
https://moso.vn/ban-6902d4f4d6388839886f5a6d,6.9 Tỷ,77.17,23.6,3.0,4.0,certificate,30/10/2025,"106/4/3 Đường Nguyễn Văn Cừ, Nguyễn Thái Bình, 1, Hồ Chí Minh",6900000000.0,0,-0.3472159057872688,0.22264150943396227,-0.7523602253419145,0.1762179809141135,-1.2850596436074935,0.10898550724637683,-1.463053957721741,0.0,Hồ Chí Minh,Quận 1,Phường Nguyễn Thái Bình,"106/4/3 Đường Nguyễn Văn Cừ, Hồ Chí Minh","106/4/3 Đường Nguyễn Văn Cừ, Nguyễn Thái Bình, 1, Hồ Chí Minh"
https://moso.vn/ban-6902cb0a3890c1f5b616a1e3,6.5 Tỷ,111.7,62.1,4.0,3.0,certificate,30/10/2025,"91 Miếu Gò Xoài, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh",6500000000.0,0,-0.41785816302874484,0.20754716981132076,-0.2876962109046047,0.2629331993972878,-0.10850625904966646,0.33217391304347826,-1.463053957721741,0.0,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,"91 Miếu Gò Xoài, Hồ Chí Minh","91 Miếu Gò Xoài, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh"
https://moso.vn/ban-69025371e05be3e2ffb9b347,3.1 Tỷ,116.8,51.8,,,certificate,29/10/2025,"47/68/46/20 Đường Trường Lưu, Long Trường, Thủ Đức, Hồ Chí Minh",3100000000.0,1,-1.0183173495812916,0.07924528301886793,-0.21906642597468062,0.27574083375188346,-0.4232724892040982,0.27246376811594203,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,TP Thủ Đức,Phường Long Trường,"47/68/46/20 Đường Trường Lưu, Hồ Chí Minh","47/68/46/20 Đường Trường Lưu, Long Trường, Thủ Đức, Hồ Chí Minh"
https://moso.vn/ban-6901f092e05be3e2ffb8a1b5,4.1 Tỷ,116.8,23.8,2.0,2.0,certificate,29/10/2025,"9/10 Phùng Chí Kiên, Tân Quý, Tân Phú, Hồ Chí Minh",4099999999.9999995,1,-0.8417117064776014,0.1169811320754717,-0.21906642597468062,0.27574083375188346,-1.278947677973427,0.11014492753623188,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,"9/10 Phùng Chí Kiên, Hồ Chí Minh","9/10 Phùng Chí Kiên, Tân Quý, Tân Phú, Hồ Chí Minh"
https://moso.vn/ban-6901ed2ce05be3e2ffb895c7,36.8 Tỷ,337.9,71.5,13.0,13.0,certificate,29/10/2025,"40A Đường Tôn Thất Tùng, Phạm Ngũ Lão, 1, Hồ Chí Minh",7100000000.0,1,-0.31189477716653075,0.23018867924528302,2.756236603046147,0.8309894525364139,0.1787561257514653,0.3866666666666667,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 1,Phường Phạm Ngũ Lão,"40A Đường Tôn Thất Tùng, Hồ Chí Minh","40A Đường Tôn Thất Tùng, Phạm Ngũ Lão, 1, Hồ Chí Minh"
https://moso.vn/ban-6901ece2e05be3e2ffb89578,5.2 Tỷ,116.8,32.3,2.0,2.0,certificate,29/10/2025,"50/2 Nguyễn Quý Anh, Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",5200000000.0,1,-0.6474454990635421,0.15849056603773587,-0.21906642597468062,0.27574083375188346,-1.0191891385255951,0.15942028985507245,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,"50/2 Nguyễn Quý Anh, Hồ Chí Minh","50/2 Nguyễn Quý Anh, Tân Sơn Nhì, Tân Phú, Hồ Chí Minh"
https://moso.vn/ban-6901ebf6e05be3e2ffb891b0,4.9 Tỷ,116.8,46.4,2.0,2.0,other,29/10/2025,"86/34/26 đường số 14, phường 8, gò vấp, Thành phố Hồ Chí Minh",4900000000.0,1,-0.7004271919946492,0.14716981132075474,-0.21906642597468062,0.27574083375188346,-0.5882955613238973,0.24115942028985507,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,,,"86/34/26 đường số 14, phường 8, gò vấp","86/34/26 đường số 14, phường 8, gò vấp, Thành phố Hồ Chí Minh"
https://moso.vn/ban-6901e964e05be3e2ffb88a05,9.7 Tỷ,116.8,61.0,4.0,5.0,certificate,29/10/2025,"854/40/17 Đường Thống Nhất, 15, Gò Vấp, Hồ Chí Minh",9700000000.0,1,0.14727989490306378,0.32830188679245287,-0.21906642597468062,0.27574083375188346,-0.14212207003703298,0.3257971014492754,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận Gò Vấp,Phường 15,"854/40/17 Đường Thống Nhất, Hồ Chí Minh","854/40/17 Đường Thống Nhất, 15, Gò Vấp, Hồ Chí Minh"
https://moso.vn/ban-6901e643e05be3e2ffb87f1b,17.2 Tỷ,116.8,81.8,4.0,4.0,certificate,29/10/2025,"64 Chu Văn An, Tân Thành, Tân Phú, Hồ Chí Minh",17200000000.0,1,1.4718222181807403,0.6113207547169811,-0.21906642597468062,0.27574083375188346,0.4935223559058968,0.4463768115942029,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,"64 Chu Văn An, Hồ Chí Minh","64 Chu Văn An, Tân Thành, Tân Phú, Hồ Chí Minh"
https://moso.vn/ban-6901e1e7e05be3e2ffb870b5,8 Tỷ,116.8,44.0,4.0,4.0,certificate,29/10/2025,"252/4D Đường Phạm Văn Chiêu, 8, Gò Vấp, Hồ Chí Minh",8000000000.0,1,-0.15294969837320957,0.2641509433962264,-0.21906642597468062,0.27574083375188346,-0.6616391489326968,0.22724637681159418,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận Gò Vấp,Phường 8,"252/4D Đường Phạm Văn Chiêu, Hồ Chí Minh","252/4D Đường Phạm Văn Chiêu, 8, Gò Vấp, Hồ Chí Minh"
https://moso.vn/ban-6901dd12e05be3e2ffb863f0,42 Tỷ,116.8,60.3,8.0,8.0,certificate,29/10/2025,"48B đường số 36, Phường Linh Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",7100000000.0,1,-0.31189477716653075,0.23018867924528302,-0.21906642597468062,0.27574083375188346,-0.1635139497562663,0.32173913043478264,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,,,"48B đường số 36, Phường Linh Đông","48B đường số 36, Phường Linh Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh"
https://moso.vn/ban-6901d8e6e05be3e2ffb8593a,5.6 Tỷ,116.8,34.5,2.0,2.0,certificate,29/10/2025,"147 Đường Số 1, 11, Gò Vấp, Hồ Chí Minh",5600000000.0,1,-0.5768032418220661,0.17358490566037738,-0.21906642597468062,0.27574083375188346,-0.9519575165508619,0.17217391304347826,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận Gò Vấp,Phường 11,"147 Đường Số 1, Hồ Chí Minh","147 Đường Số 1, 11, Gò Vấp, Hồ Chí Minh"
https://moso.vn/ban-6901d29fe05be3e2ffb842ff,19 Tỷ,218.0,47.0,8.0,8.0,certificate,29/10/2025,"2R Đường Trường Sơn, 2, Tân Bình, Hồ Chí Minh",19000000000.0,1,1.7897123757673827,0.6792452830188679,1.1427638161642057,0.5298844801607233,-0.5699596644216973,0.24463768115942028,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận Tân Bình,Phường 2,"2R Đường Trường Sơn, Hồ Chí Minh","2R Đường Trường Sơn, 2, Tân Bình, Hồ Chí Minh"
https://moso.vn/ban-6901d1f9e05be3e2ffb842c4,9 Tỷ,116.8,79.3,2.0,2.0,certificate,29/10/2025,"đường Bà Ký, Phường 9, Quận 6, Thành phố Hồ Chí Minh",9000000000.0,1,0.02365594473048065,0.3018867924528302,-0.21906642597468062,0.27574083375188346,0.41712278548006393,0.4318840579710145,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 6,Phường 9,đường Bà Ký,"đường Bà Ký, Phường 9, Quận 6, Thành phố Hồ Chí Minh"
https://moso.vn/ban-6901c9629dcd805a39c28151,1.1 Tỷ,116.8,60.3,1.0,1.0,certificate,29/10/2025,"Đường Nguyễn Trãi, Nguyễn Cư Trinh, 1, Hồ Chí Minh",1100000000.0,1,-1.371528635788672,0.0037735849056603765,-0.21906642597468062,0.27574083375188346,-0.1635139497562663,0.32173913043478264,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 1,Phường Nguyễn Cư Trinh,"Đường Nguyễn Trãi, Hồ Chí Minh","Đường Nguyễn Trãi, Nguyễn Cư Trinh, 1, Hồ Chí Minh"
https://moso.vn/ban-6901c4c89dcd805a39c27468,2.6 Tỷ,116.8,21.5,2.0,1.0,certificate,29/10/2025,"Mai Xuân Thưởng, Phường 4, Quận 6, Thành phố Hồ Chí Minh",2600000000.0,1,-1.1066201711331367,0.060377358490566045,-0.21906642597468062,0.27574083375188346,-1.3492352827651932,0.09681159420289856,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 6,Phường 4,Mai Xuân Thưởng,"Mai Xuân Thưởng, Phường 4, Quận 6, Thành phố Hồ Chí Minh"
https://moso.vn/ban-6901c44d9dcd805a39c27436,14.5 Tỷ,189.6,60.3,20.0,20.0,certificate,29/10/2025,"124-124a Lê Thị Hoa, khu phố 5, Phường Bình Chiểu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",14500000000.0,1,0.9949869818007768,0.5094339622641509,0.7605901118485499,0.4585635359116022,-0.1635139497562663,0.32173913043478264,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 5,Phường 124-124a Lê Thị Hoa,Phường Bình Chiểu,"124-124a Lê Thị Hoa, khu phố 5, Phường Bình Chiểu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh"
https://moso.vn/ban-6901c2d49dcd805a39c26fe6,1.9 Tỷ,116.8,10.5,1.0,1.0,certificate,29/10/2025,"30/11B đường 100, 14, 11, Hồ Chí Minh",1900000000.0,1,-1.2302441213057198,0.033962264150943396,-0.21906642597468062,0.27574083375188346,-1.685393392638858,0.03304347826086956,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 11,Phường 14,"30/11B đường 100, Hồ Chí Minh","30/11B đường 100, 14, 11, Hồ Chí Minh"
https://moso.vn/ban-6901bc4d9dcd805a39c25d03,33 Tỷ,280.17,60.3,1.0,1.0,certificate,29/10/2025,"Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, Thành phố Hồ Chí Minh",7100000000.0,1,-0.31189477716653075,0.23018867924528302,1.9793743512805555,0.6860120542440985,-0.1635139497562663,0.32173913043478264,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 7,Phường Nguyễn Văn Nghi,Quận Gò Vấp,"Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, Thành phố Hồ Chí Minh"
https://moso.vn/ban-6901b7ff9dcd805a39c24baf,7.5 Tỷ,116.8,66.9,3.0,3.0,certificate,29/10/2025,"1139 Đường Lê Đức Thọ, 15, Gò Vấp, Hồ Chí Minh",7500000000.0,1,-0.24125251992505467,0.24528301886792453,-0.21906642597468062,0.27574083375188346,0.038180916167932885,0.36000000000000004,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận Gò Vấp,Phường 15,"1139 Đường Lê Đức Thọ, Hồ Chí Minh","1139 Đường Lê Đức Thọ, 15, Gò Vấp, Hồ Chí Minh"
https://moso.vn/ban-690195cf9dcd805a39c1eacc,6.5 Tỷ,116.8,98.7,,,certificate,29/10/2025,"Lê Trọng Tấn , Phường Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",6500000000.0,1,-0.41785816302874484,0.20754716981132076,-0.21906642597468062,0.27574083375188346,1.0099834519845277,0.5443478260869565,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,Lê Trọng Tấn,"Lê Trọng Tấn , Phường Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh"
https://moso.vn/ban-690193189dcd805a39c1e2bb,7.4 Tỷ,121.5,46.0,4.0,3.0,certificate,29/10/2025,"122/8 Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh",7400000000.0,1,-0.2589130842354237,0.24150943396226415,-0.15581936927455445,0.28754394776494224,-0.6005194925920305,0.2388405797101449,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 11,Phường 3,122/8 Lạc Long Quân,"122/8 Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh"
https://moso.vn/ban-69018e3ccf601245a0d617dc,8.5 Tỷ,116.8,40.0,3.0,2.0,certificate,29/10/2025,"150/16 Lý Chính Thắng, 7, 3, Hồ Chí Minh",8500000000.0,1,-0.06464687682136445,0.2830188679245283,-0.21906642597468062,0.27574083375188346,-0.7838784616140295,0.20405797101449274,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 3,Phường 7,"150/16 Lý Chính Thắng, Hồ Chí Minh","150/16 Lý Chính Thắng, 7, 3, Hồ Chí Minh"
https://moso.vn/ban-690185cff8f610677ca053ec,2.5 Tỷ,37.2,18.6,1.0,1.0,certificate,29/10/2025,"450/71 Đoàn Văn Bơ, Phường 15, Quận 4, Thành phố Hồ Chí Minh",2500000000.0,1,-1.1242807354435056,0.05660377358490567,-1.2902293437044765,0.07584128578603717,-1.4378587844591593,0.08000000000000002,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 4,Phường 15,450/71 Đoàn Văn Bơ,"450/71 Đoàn Văn Bơ, Phường 15, Quận 4, Thành phố Hồ Chí Minh"
https://moso.vn/ban-69018070f8f610677ca04263,4.6 Tỷ,76.0,61.2,2.0,2.0,certificate,29/10/2025,"426/7 Hoàng Hữu Nam, Phường Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh",4600000000.0,1,-0.7534088849257563,0.13584905660377358,-0.7681047054140735,0.17327975891511804,-0.13601010440296626,0.3269565217391305,-1.4381617707684515,0.007042253521126761,Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,426/7 Hoàng Hữu Nam,"426/7 Hoàng Hữu Nam, Phường Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh"
